Identificador único del municipio,Clave de entidad federativa,Entidad federativa,Clave de municipio o delegación,Municipio o delegación,Estimador_x,Porcentaje de población de 20 años y más con obesidad.,Porcentaje de población de 20 años y más con diagnóstico previo de hipertensión.,Porcentaje de población de 20 años y más con diagnóstico previo de diabetes.,Municipio,Estimador_y,Ingreso Corriente Promedio Trimestral por Hogar 2020,Codigo,Total,municipio,entidad,Big,Medium,Small,Total_Pharmacies,Pharmacy_Density_per_100k,CVEGEO,Big_Pharmacy_Ratio,Medium_Pharmacy_Ratio,Total_Trimestral_Income,Income_per_Big_Pharmacy
20473,20.0,OAXACA,473.0,Santiago Laxopa,Valor,14.190863267533906,19.943301900072967,9.396025400309187,SANTIAGO LAXOPA,Valor,24933.8861826143,20 473,1291,,,,0.0,0.0,0.0,0.0,20.0473.0,0.0,0.0,32189647.06175506,0.0
20474,20.0,OAXACA,474.0,Santiago Llano Grande,Valor,25.19934257459746,18.901146883502722,9.539606066618836,SANTIAGO LLANO GRANDE,Valor,29488.3770863157,20 474,3440,SANTIAGO LLANO GRANDE,OAXACA,,1.0,1.0,2.0,58.13953488372093,20.0474.0,0.0,29.069767441860463,101440017.17692602,0.0
20494,20.0,OAXACA,494.0,Santiago Tlazoyaltepec,Valor,9.720744391966871,16.913629725825057,8.213652942357273,SANTIAGO TLAZOYALTEPEC,Valor,25822.3088999252,20 494,6300,,,,0.0,0.0,0.0,0.0,20.0494.0,0.0,0.0,162680546.06952876,0.0
20493,20.0,OAXACA,493.0,Santiago Tillo,Valor,26.83282081194293,22.629904740878885,10.794890792597915,SANTIAGO TILLO,Valor,34350.4033533247,20 493,545,,,,0.0,0.0,0.0,0.0,20.0493.0,0.0,0.0,18720969.82756196,0.0
20492,20.0,OAXACA,492.0,Santiago Tilantongo,Valor,13.28703823702782,21.75830571085824,10.33804345400646,SANTIAGO TILANTONGO,Valor,24988.0693247392,20 492,2764,SANTIAGO TILANTONGO,OAXACA,,0.0,1.0,1.0,36.1794500723589,20.0492.0,0.0,0.0,69067023.61357915,0.0
20491,20.0,OAXACA,491.0,Santiago Textitlán,Valor,19.490411462674025,14.477292242457805,5.537188154591327,SANTIAGO TEXTITLÁN,Valor,21549.9076957591,20 491,4930,,,,0.0,0.0,0.0,0.0,20.0491.0,0.0,0.0,106241044.94009236,0.0
20490,20.0,OAXACA,490.0,Santiago Texcalcingo,Valor,18.252364115009552,13.577808164635044,8.066039794053195,SANTIAGO TEXCALCINGO,Valor,24188.3592406025,20 490,2974,,,,0.0,0.0,0.0,0.0,20.0490.0,0.0,0.0,71936180.38155185,0.0
20489,20.0,OAXACA,489.0,Santiago Tetepec,Valor,24.222774122887277,14.77257938314469,8.36639457108195,SANTIAGO TETEPEC,Valor,24126.807076877,20 489,4909,,,,0.0,0.0,0.0,0.0,20.0489.0,0.0,0.0,118438495.9403892,0.0
20488,20.0,OAXACA,488.0,Santiago Tepetlapa,Valor,31.402093124069587,25.174333952218763,13.46455388373196,SANTIAGO TEPETLAPA,Valor,29920.5459222535,20 488,130,,,,0.0,0.0,0.0,0.0,20.0488.0,0.0,0.0,3889670.969892955,0.0
20487,20.0,OAXACA,487.0,Santiago Tenango,Valor,37.36412226059222,18.314599770296336,8.443664549200973,SANTIAGO TENANGO,Valor,28052.0229259247,20 487,1966,,,,0.0,0.0,0.0,0.0,20.0487.0,0.0,0.0,55150277.07236796,0.0
20485,20.0,OAXACA,485.0,Santiago Tapextla,Valor,26.601466785757573,17.51931314769571,7.758159457110608,SANTIAGO TAPEXTLA,Valor,23775.940477613,20 485,3134,,,,0.0,0.0,0.0,0.0,20.0485.0,0.0,0.0,74513797.45683914,0.0
20481,20.0,OAXACA,481.0,Santiago Nuyoó,Valor,15.817351736924786,19.433413350772742,10.872489361644169,SANTIAGO NUYOÓ,Valor,27533.2968686643,20 481,1898,SANTIAGO NUYOÓ,OAXACA,,1.0,0.0,1.0,52.68703898840885,20.0481.0,0.0,52.68703898840885,52258197.45672484,0.0
20480,20.0,OAXACA,480.0,Santiago Nundiche,Valor,17.648469862806294,21.75213255236083,10.9859016547802,SANTIAGO NUNDICHE,Valor,24613.229362686,20 480,1351,,,,0.0,0.0,0.0,0.0,20.0480.0,0.0,0.0,33252472.868988786,0.0
20479,20.0,OAXACA,479.0,Santiago Nejapilla,Valor,39.96186278168577,26.927331444630685,14.386098121342174,SANTIAGO NEJAPILLA,Valor,30465.325204448,20 479,174,,,,0.0,0.0,0.0,0.0,20.0479.0,0.0,0.0,5300966.585573952,0.0
20478,20.0,OAXACA,478.0,Santiago Nacaltepec,Valor,18.25723991461245,26.26835212178907,12.106369980114515,SANTIAGO NACALTEPEC,Valor,21997.4432678879,20 478,1599,,,,0.0,0.0,0.0,0.0,20.0478.0,0.0,0.0,35173911.78535275,0.0
20477,20.0,OAXACA,477.0,Santiago Minas,Valor,26.69419757913767,17.133225685847737,9.73715562685379,SANTIAGO MINAS,Valor,22741.936262847,20 477,1327,SANTIAGO MINAS,OAXACA,,1.0,0.0,1.0,75.35795026375283,20.0477.0,0.0,75.35795026375283,30178549.42079797,0.0
20476,20.0,OAXACA,476.0,Santiago Miltepec,Valor,17.364847971417806,21.73132056825993,10.191472709076203,SANTIAGO MILTEPEC,Valor,29348.1318869361,20 476,421,,,,0.0,0.0,0.0,0.0,20.0476.0,0.0,0.0,12355563.524400098,0.0
20556,20.0,OAXACA,556.0,La Trinidad Vista Hermosa,Valor,20.528086214043576,25.552151308842237,9.830501794042794,LA TRINIDAD VISTA HERMOSA,Valor,47306.2273936643,20 556,306,,,,0.0,0.0,0.0,0.0,20.0556.0,0.0,0.0,14475705.582461277,0.0
20558,20.0,OAXACA,558.0,Valerio Trujano,Valor,27.24409941187378,20.649971350330052,9.784414168095886,VALERIO TRUJANO,Valor,32331.805814254,20 558,1376,,,,0.0,0.0,0.0,0.0,20.0558.0,0.0,0.0,44488564.800413504,0.0
20561,20.0,OAXACA,561.0,Yaxe,Valor,22.383320889921563,13.8019893790588,8.184510609761364,YAXE,Valor,25908.4407322449,20 561,2954,YAXE,OAXACA,,0.0,1.0,1.0,33.852403520649965,20.0561.0,0.0,0.0,76533533.92305143,0.0
21129,21.0,PUEBLA,129.0,San José Miahuatlán,Valor,31.210462459809435,15.018406291176273,10.772774526549815,SAN JOSÉ MIAHUATLÁN,Valor,24903.7911082932,21 129,14018,SAN JOSÉ MIAHUATLÁN,PUEBLA,,3.0,1.0,4.0,28.534741047224998,21.0129.0,0.0,21.401055785418748,349101343.7560541,0.0
21150,21.0,PUEBLA,150.0,Huehuetlán el Grande,Valor,25.058042576274154,17.211714866601543,9.785486956262298,HUEHUETLÁN EL GRANDE,Valor,25267.4907027189,21 150,6105,HUEHUETLÁN EL GRANDE,PUEBLA,,4.0,1.0,5.0,81.9000819000819,21.0150.0,0.0,65.52006552006553,154258030.7400989,0.0
21148,21.0,PUEBLA,148.0,Santa Isabel Cholula,Valor,29.425584693156754,13.50841996661866,9.416559764987586,SANTA ISABEL CHOLULA,Valor,32284.7568502457,21 148,11498,,,,0.0,0.0,0.0,0.0,21.0148.0,0.0,0.0,371210134.26412505,0.0
21146,21.0,PUEBLA,146.0,Santa Catarina Tlaltempan,Valor,29.606134306707364,25.611735396946973,11.51252033041383,SANTA CATARINA TLALTEMPAN,Valor,24674.4500387967,21 146,749,SANTA CATARINA TLALTEMPAN,PUEBLA,,0.0,1.0,1.0,133.5113484646195,21.0146.0,0.0,0.0,18481163.079058725,0.0
21139,21.0,PUEBLA,139.0,San Pablo Anicano,Valor,23.506327749720008,17.491404145546223,8.401066893596184,SAN PABLO ANICANO,Valor,33873.3299574085,21 139,3759,SAN PABLO ANICANO,PUEBLA,,0.0,1.0,1.0,26.602819898909285,21.0139.0,0.0,0.0,127329847.30989857,0.0
21135,21.0,PUEBLA,135.0,San Miguel Ixitlán,Valor,12.787645272608966,31.005264177212318,12.380503821423373,SAN MIGUEL IXITLÁN,Valor,30004.9043204385,21 135,526,,,,0.0,0.0,0.0,0.0,21.0135.0,0.0,0.0,15782579.672550652,0.0
21133,21.0,PUEBLA,133.0,San Martín Totoltepec,Valor,22.15024770501098,19.45397337918918,7.9385089911325055,SAN MARTÍN TOTOLTEPEC,Valor,23001.6331361975,21 133,692,SAN MARTÍN TOTOLTEPEC,PUEBLA,,0.0,1.0,1.0,144.50867052023122,21.0133.0,0.0,0.0,15917130.13024867,0.0
21131,21.0,PUEBLA,131.0,San Juan Atzompa,Valor,26.23515434609523,15.354243792912293,7.36193393300079,SAN JUAN ATZOMPA,Valor,31780.6096049406,21 131,975,SAN JUAN ATZOMPA,PUEBLA,,0.0,1.0,1.0,102.56410256410257,21.0131.0,0.0,0.0,30986094.364817087,0.0
21127,21.0,PUEBLA,127.0,San Jerónimo Xayacatlán,Valor,13.693109246751437,23.295639725185975,10.402242079713714,SAN JERÓNIMO XAYACATLÁN,Valor,33954.171636232,21 127,3606,,,,0.0,0.0,0.0,0.0,21.0127.0,0.0,0.0,122438742.92025259,0.0
21097,21.0,PUEBLA,97.0,Mixtla,Valor,26.781484458757316,17.614911556866286,7.291402072784733,MIXTLA,Valor,31916.64880446,21 097,2668,MIXTLA,PUEBLA,,0.0,1.0,1.0,37.48125937031484,21.097.0,0.0,0.0,85153619.01029928,0.0
21126,21.0,PUEBLA,126.0,San Jerónimo Tecuanipan,Valor,25.9313312871382,13.309280782929074,7.6045891713847364,SAN JERÓNIMO TECUANIPAN,Valor,29394.3407157107,21 126,6597,SAN JERÓNIMO TECUANIPAN,PUEBLA,,1.0,0.0,1.0,15.158405335758678,21.0126.0,0.0,15.158405335758678,193914465.70154348,0.0
21123,21.0,PUEBLA,123.0,San Felipe Tepatlán,Valor,29.346107175808505,15.398497114429155,9.0302713375175,SAN FELIPE TEPATLÁN,Valor,21486.0026436783,21 123,3793,SAN FELIPE TEPATLÁN,PUEBLA,,1.0,0.0,1.0,26.36435539151068,21.0123.0,0.0,26.36435539151068,81496408.0274718,0.0
21121,21.0,PUEBLA,121.0,San Diego la Mesa Tochimiltzingo,Valor,22.76135127915336,15.098463318757364,8.651801370154896,SAN DIEGO LA MESA TOCHIMILTZINGO,Valor,23047.7992790155,21 121,1270,,,,0.0,0.0,0.0,0.0,21.0121.0,0.0,0.0,29270705.084349684,0.0
21120,21.0,PUEBLA,120.0,San Antonio Cañada,Valor,18.3925975922562,11.336740232735238,7.468140440132677,SAN ANTONIO CAÑADA,Valor,23505.8738717865,21 120,5938,,,,0.0,0.0,0.0,0.0,21.0120.0,0.0,0.0,139577879.05066824,0.0
21105,21.0,PUEBLA,105.0,Ocotepec,Valor,28.891822103180974,17.85116094508564,8.731932121756564,OCOTEPEC,Valor,29692.3692080808,21 105,5077,OCOTEPEC,PUEBLA,,0.0,1.0,1.0,19.696671262556627,21.0105.0,0.0,0.0,150748158.4694262,0.0
21103,21.0,PUEBLA,103.0,Nicolás Bravo,Valor,28.30401479159625,14.141637715630921,8.700059780877885,NICOLÁS BRAVO,Valor,26977.7774182799,21 103,6644,NICOLÁS BRAVO,PUEBLA,,1.0,1.0,2.0,30.102347983142685,21.0103.0,0.0,15.051173991571343,179240353.16705164,0.0
21102,21.0,PUEBLA,102.0,Nealtican,Valor,30.85481237838176,14.209259914269134,8.41115602345797,NEALTICAN,Valor,30496.4263544746,21 102,14075,NEALTICAN,PUEBLA,,4.0,9.0,13.0,92.36234458259325,21.0102.0,0.0,28.41918294849023,429237200.93922997,0.0
21158,21.0,PUEBLA,158.0,Tenampulco,Valor,29.735582312048376,18.06988364598333,10.64470641401655,TENAMPULCO,Valor,28063.8007132162,21 158,6743,TENAMPULCO,PUEBLA,,1.0,2.0,3.0,44.49058282663503,21.0158.0,0.0,14.830194275545008,189234208.20921683,0.0
21160,21.0,PUEBLA,160.0,Teotlalco,Valor,30.490699707410418,17.900091745522232,9.29234295686921,TEOTLALCO,Valor,26957.2639433801,21 160,3689,,,,0.0,0.0,0.0,0.0,21.0160.0,0.0,0.0,99445346.6871292,0.0
21165,21.0,PUEBLA,165.0,Tepemaxalco,Valor,24.964670468556978,16.29114370707341,6.464346569996773,TEPEMAXALCO,Valor,21877.8333687326,21 165,1216,,,,0.0,0.0,0.0,0.0,21.0165.0,0.0,0.0,26603445.37637884,0.0
21176,21.0,PUEBLA,176.0,Tilapa,Valor,29.693876278469784,17.025146961842378,9.336259019719682,TILAPA,Valor,31298.3387979912,21 176,9664,TILAPA,PUEBLA,,0.0,1.0,1.0,10.347682119205299,21.0176.0,0.0,0.0,302467146.14378697,0.0
24006,24.0,SAN LUIS POTOSÍ,6.0,Catorce,Valor,30.023429912776372,19.174939705195985,11.231152281492959,CATORCE,Valor,30398.1049369526,24 006,9579,CATORCE,SAN LUIS POTOSÍ,,2.0,0.0,2.0,20.879006159306815,24.06.0,0.0,20.879006159306815,291183447.19106895,0.0
24004,24.0,SAN LUIS POTOSÍ,4.0,Armadillo de los Infante,Valor,30.51941193282093,23.817106928965753,11.927276551954666,ARMADILLO DE LOS INFANTE,Valor,31877.7061143917,24 004,4013,,,,0.0,0.0,0.0,0.0,24.04.0,0.0,0.0,127925234.63705389,0.0
24002,24.0,SAN LUIS POTOSÍ,2.0,Alaquines,Valor,26.925759229537594,22.111933019883235,12.58795653079395,ALAQUINES,Valor,29339.8191588913,24 002,7785,,,,0.0,0.0,0.0,0.0,24.02.0,0.0,0.0,228410492.15196878,0.0
24001,24.0,SAN LUIS POTOSÍ,1.0,Ahualulco,Valor,25.07479712158615,19.14349186340284,9.790092076662228,AHUALULCO,Valor,35863.8430642837,24 001,18974,AHUALULCO,SAN LUIS POTOSÍ,,5.0,2.0,7.0,36.892589859808155,24.01.0,0.0,26.35184989986297,680480558.3017188,0.0
22015,22.0,QUERÉTARO,15.0,San Joaquín,Valor,23.347308341369615,19.467073073257936,8.000765717782963,SAN JOAQUÍN,Valor,35039.480284721,22 015,8359,SAN JOAQUÍN,QUERÉTARO,,2.0,5.0,7.0,83.7420744108147,22.015.0,0.0,23.926306974518482,292895015.6999828,0.0
22010,22.0,QUERÉTARO,10.0,Landa de Matamoros,Valor,22.52131589563871,25.122868293521496,8.134893798814442,LANDA DE MATAMOROS,Valor,34888.4008692314,22 010,18794,LANDA DE MATAMOROS,QUERÉTARO,,1.0,3.0,4.0,21.283388315419817,22.010.0,0.0,5.320847078854954,655692605.936335,0.0
22003,22.0,QUERÉTARO,3.0,Arroyo Seco,Valor,23.51607349467215,23.040678188022692,9.127843638459025,ARROYO SECO,Valor,32803.0403216553,22 003,13142,ARROYO SECO,QUERÉTARO,,4.0,1.0,5.0,38.04595951909907,22.03.0,0.0,30.436767615279255,431097555.90719396,0.0
21213,21.0,PUEBLA,213.0,Zihuateutla,Valor,29.015948121134006,14.315981930950636,9.328106878055248,ZIHUATEUTLA,Valor,24040.4890556005,21 213,11967,ZIHUATEUTLA,PUEBLA,,1.0,1.0,2.0,16.71262638923707,21.0213.0,0.0,8.356313194618535,287692532.5283712,0.0
21203,21.0,PUEBLA,203.0,Xochitlán Todos Santos,Valor,25.149661536370928,14.696252394105887,9.004083653230161,XOCHITLÁN TODOS SANTOS,Valor,26128.4277068533,21 203,7178,XOCHITLÁN TODOS SANTOS,PUEBLA,,2.0,1.0,3.0,41.794371691278904,21.0203.0,0.0,27.862914460852608,187549854.079793,0.0
21200,21.0,PUEBLA,200.0,Xochiapulco,Valor,16.157613616885087,19.998411200274084,9.384201348390674,XOCHIAPULCO,Valor,28910.7416464417,21 200,3443,XOCHIAPULCO,PUEBLA,,0.0,1.0,1.0,29.04443799012489,21.0200.0,0.0,0.0,99539683.48869878,0.0
21198,21.0,PUEBLA,198.0,Xicotlán,Valor,17.24462138506973,17.13759261488544,8.480906281839285,XICOTLÁN,Valor,24313.5287668642,21 198,1312,XICOTLÁN,PUEBLA,,0.0,1.0,1.0,76.21951219512195,21.0198.0,0.0,0.0,31899349.74212583,0.0
21196,21.0,PUEBLA,196.0,Xayacatlán de Bravo,Valor,11.94565766460368,24.232830937362028,9.222539118294524,XAYACATLÁN DE BRAVO,Valor,37125.4338771409,21 196,1570,,,,0.0,0.0,0.0,0.0,21.0196.0,0.0,0.0,58286931.187111214,0.0
21193,21.0,PUEBLA,193.0,Tzicatlacoyan,Valor,25.551380329637595,15.123277844825221,9.279256530947691,TZICATLACOYAN,Valor,25467.8039799517,21 193,6476,,,,0.0,0.0,0.0,0.0,21.0193.0,0.0,0.0,164929498.5741672,0.0
21190,21.0,PUEBLA,190.0,Totoltepec de Guerrero,Valor,12.747302996103613,24.21718179673147,9.151970861141514,TOTOLTEPEC DE GUERRERO,Valor,29797.7551091,21 190,1187,TOTOLTEPEC DE GUERRERO,PUEBLA,,0.0,1.0,1.0,84.24599831508003,21.0190.0,0.0,0.0,35369935.314501695,0.0
21184,21.0,PUEBLA,184.0,Tlapacoya,Valor,24.875010585510218,14.256321637566877,8.525909087213366,TLAPACOYA,Valor,20408.8491525112,21 184,6422,TLAPACOYA,PUEBLA,,1.0,0.0,1.0,15.571473061351606,21.0184.0,0.0,15.571473061351606,131065629.25742693,0.0
21101,21.0,PUEBLA,101.0,Nauzontla,Valor,22.48142808692678,17.67948623731898,9.333942853809344,NAUZONTLA,Valor,26179.8152432191,21 101,3317,NAUZONTLA,PUEBLA,,1.0,0.0,1.0,30.147723846849562,21.0101.0,0.0,30.147723846849562,86838447.16175775,0.0
21096,21.0,PUEBLA,96.0,Mazapiltepec de Juárez,Valor,31.450901070320985,14.014286547096871,7.91610328913808,MAZAPILTEPEC DE JUÁREZ,Valor,29052.3482224397,21 096,3176,,,,0.0,0.0,0.0,0.0,21.096.0,0.0,0.0,92270257.95446849,0.0
20562,20.0,OAXACA,562.0,Magdalena Yodocono de Porfirio Díaz,Valor,24.84448249050487,17.060501351870972,8.791989342441818,MAGDALENA YODOCONO DE PORFIRIO DÍAZ,Valor,28346.0196575608,20 562,1682,MAGDALENA YODOCONO DE PORFIRIO DÍAZ,OAXACA,,1.0,0.0,1.0,59.45303210463733,20.0562.0,0.0,59.45303210463733,47678005.064017266,0.0
21018,21.0,PUEBLA,18.0,Atexcal,Valor,18.284436349683094,20.663960922033073,8.551147086942244,ATEXCAL,Valor,25653.9989320212,21 018,3859,ATEXCAL,PUEBLA,,0.0,1.0,1.0,25.91344908007256,21.018.0,0.0,0.0,98998781.87866981,0.0
21037,21.0,PUEBLA,37.0,Coyotepec,Valor,24.791879035223506,26.581397461734117,10.357303741480246,COYOTEPEC,Valor,33922.9344267307,21 037,2334,,,,0.0,0.0,0.0,0.0,21.037.0,0.0,0.0,79176128.95198946,0.0
21036,21.0,PUEBLA,36.0,Coyomeapan,Valor,17.82198303336967,12.559746126431126,8.31473868870807,COYOMEAPAN,Valor,20388.4036094749,21 036,14806,COYOMEAPAN,PUEBLA,,0.0,3.0,3.0,20.26205592327435,21.036.0,0.0,0.0,301870703.8418853,0.0
21032,21.0,PUEBLA,32.0,Cohetzala,Valor,23.030918440163344,21.32612741957487,9.696559392926355,COHETZALA,Valor,28649.4638505612,21 032,1382,,,,0.0,0.0,0.0,0.0,21.032.0,0.0,0.0,39593559.04147558,0.0
21028,21.0,PUEBLA,28.0,Camocuautla,Valor,25.964625959532984,13.250449821776868,7.816523908068671,CAMOCUAUTLA,Valor,18894.8177450088,21 028,2758,,,,0.0,0.0,0.0,0.0,21.028.0,0.0,0.0,52111907.34073427,0.0
21027,21.0,PUEBLA,27.0,Caltepec,Valor,12.360149632474396,20.85177893097542,9.590462078595136,CALTEPEC,Valor,24806.1106911163,21 027,4128,CALTEPEC,PUEBLA,,0.0,1.0,1.0,24.224806201550386,21.027.0,0.0,0.0,102399624.93292809,0.0
21024,21.0,PUEBLA,24.0,Axutla,Valor,14.588814544637735,24.104211692672887,10.860028300246285,AXUTLA,Valor,33515.9613641478,21 024,976,,,,0.0,0.0,0.0,0.0,21.024.0,0.0,0.0,32711578.291408252,0.0
21021,21.0,PUEBLA,21.0,Atzala,Valor,23.959841225718822,17.777950268588587,7.752161306230507,ATZALA,Valor,34479.9653993464,21 021,1512,,,,0.0,0.0,0.0,0.0,21.021.0,0.0,0.0,52133707.68381176,0.0
21016,21.0,PUEBLA,16.0,Aquixtla,Valor,29.342922020964213,17.103840187740936,9.285300366075438,AQUIXTLA,Valor,28299.0736186548,21 016,9021,AQUIXTLA,PUEBLA,,2.0,1.0,3.0,33.25573661456601,21.016.0,0.0,22.170491076377342,255285943.11388493,0.0
21095,21.0,PUEBLA,95.0,La Magdalena Tlatlauquitepec,Valor,27.55329290761916,17.333932571020526,7.690423713080237,LA MAGDALENA TLATLAUQUITEPEC,Valor,24936.9934260949,21 095,650,,,,0.0,0.0,0.0,0.0,21.095.0,0.0,0.0,16209045.726961685,0.0
21012,21.0,PUEBLA,12.0,Aljojuca,Valor,29.127900217430696,17.54371987294045,9.545099433682322,ALJOJUCA,Valor,27569.4046525478,21 012,6591,ALJOJUCA,PUEBLA,,0.0,1.0,1.0,15.172204521316946,21.012.0,0.0,0.0,181709946.06494257,0.0
21011,21.0,PUEBLA,11.0,Albino Zertuche,Valor,11.839868347812574,17.901240101492014,8.629567209647323,ALBINO ZERTUCHE,Valor,24938.2588357908,21 011,1885,ALBINO ZERTUCHE,PUEBLA,,1.0,1.0,2.0,106.10079575596816,21.011.0,0.0,53.05039787798408,47008617.905465655,0.0
21008,21.0,PUEBLA,8.0,Ahuazotepec,Valor,34.06253843923778,15.603025032653274,8.545271937172398,AHUAZOTEPEC,Valor,30330.2755581129,21 008,11439,AHUAZOTEPEC,PUEBLA,,2.0,6.0,8.0,69.93618323280008,21.08.0,0.0,17.48404580820002,346948022.10925347,0.0
20569,20.0,OAXACA,569.0,Santa Inés de Zaragoza,Valor,19.10991999203773,26.256281386076704,10.396404718096369,SANTA INÉS DE ZARAGOZA,Valor,24490.8531971901,20 569,1454,,,,0.0,0.0,0.0,0.0,20.0569.0,0.0,0.0,35609700.54871441,0.0
20566,20.0,OAXACA,566.0,San Mateo Yucutindoo,Valor,20.36948190975226,15.3471822982457,8.527792962266593,SAN MATEO YUCUTINDOO,Valor,24444.6033843279,20 566,3144,SAN MATEO YUCUTINDOO,OAXACA,,1.0,1.0,2.0,63.61323155216285,20.0566.0,0.0,31.806615776081426,76853833.04032692,0.0
20564,20.0,OAXACA,564.0,Yutanduchi de Guerrero,Valor,16.8830375615136,21.722812753936267,9.895338886578951,YUTANDUCHI DE GUERRERO,Valor,20992.337660327,20 564,1195,,,,0.0,0.0,0.0,0.0,20.0564.0,0.0,0.0,25085843.504090767,0.0
20563,20.0,OAXACA,563.0,Yogana,Valor,16.906999470572227,19.641049329912207,12.173969524244233,YOGANA,Valor,26447.8572188134,20 563,1245,,,,0.0,0.0,0.0,0.0,20.0563.0,0.0,0.0,32927582.237422682,0.0
21040,21.0,PUEBLA,40.0,Cuautinchán,Valor,34.08374743273091,12.818075674869641,7.370591155483657,CUAUTINCHÁN,Valor,30345.8158503247,21 040,12340,CUAUTINCHÁN,PUEBLA,,0.0,1.0,1.0,8.103727714748784,21.040.0,0.0,0.0,374467367.5930068,0.0
21042,21.0,PUEBLA,42.0,Cuayuca de Andrade,Valor,17.89936662979778,20.90883956843583,9.379545755105502,CUAYUCA DE ANDRADE,Valor,28450.5850236432,21 042,3315,CUAYUCA DE ANDRADE,PUEBLA,,0.0,1.0,1.0,30.1659125188537,21.042.0,0.0,0.0,94313689.35337721,0.0
21044,21.0,PUEBLA,44.0,Cuyoaco,Valor,30.643258436745104,15.489931944956036,9.059511990551616,CUYOACO,Valor,31624.8023961368,21 044,17139,CUYOACO,PUEBLA,,1.0,2.0,3.0,17.50393838613688,21.044.0,0.0,5.8346461287122935,542017488.2673887,0.0
21050,21.0,PUEBLA,50.0,Chichiquila,Valor,26.590598166929013,12.470725486551645,7.767880523133742,CHICHIQUILA,Valor,18673.0489723561,21 050,26928,CHICHIQUILA,PUEBLA,,2.0,1.0,3.0,11.140819964349376,21.050.0,0.0,7.427213309566251,502827862.72760504,0.0
21093,21.0,PUEBLA,93.0,Lafragua,Valor,30.063899451158253,16.71588800471163,10.98669333585151,LAFRAGUA,Valor,25035.9963514504,21 093,7650,,,,0.0,0.0,0.0,0.0,21.093.0,0.0,0.0,191525372.08859557,0.0
21092,21.0,PUEBLA,92.0,Juan N. Méndez,Valor,22.039767468751574,16.871921323916013,8.172696314594914,JUAN N. MÉNDEZ,Valor,25346.3577249814,21 092,5293,JUAN N. MÉNDEZ,PUEBLA,,1.0,0.0,1.0,18.89287738522577,21.092.0,0.0,18.89287738522577,134158271.43832655,0.0
21091,21.0,PUEBLA,91.0,Juan Galindo,Valor,30.369770496170528,17.644091965238207,9.39857088341042,JUAN GALINDO,Valor,31295.468960156,21 091,9828,JUAN GALINDO,PUEBLA,,6.0,5.0,11.0,111.92511192511193,21.091.0,0.0,61.05006105006105,307571868.9404132,0.0
21086,21.0,PUEBLA,86.0,Jalpan,Valor,30.848785159122798,15.256203680350172,10.341108150925415,JALPAN,Valor,26210.5466705306,21 086,12050,,,,0.0,0.0,0.0,0.0,21.086.0,0.0,0.0,315837087.3798937,0.0
21083,21.0,PUEBLA,83.0,Ixtacamaxtitlán,Valor,27.96878938086249,16.698662398610804,9.490501520906095,IXTACAMAXTITLÁN,Valor,25139.6437034634,21 083,25319,IXTACAMAXTITLÁN,PUEBLA,,0.0,2.0,2.0,7.899206129783957,21.083.0,0.0,0.0,636510638.9279898,0.0
21082,21.0,PUEBLA,82.0,Ixcaquixtla,Valor,30.56049774319838,17.557334072404704,7.496437446820014,IXCAQUIXTLA,Valor,35522.5204460359,21 082,8804,IXCAQUIXTLA,PUEBLA,,3.0,3.0,6.0,68.15084052703317,21.082.0,0.0,34.075420263516584,312740270.0069001,0.0
21075,21.0,PUEBLA,75.0,Hueyapan,Valor,32.65635344339404,12.369708537241387,7.153972957204857,HUEYAPAN,Valor,24966.979688629,21 075,13080,HUEYAPAN,PUEBLA,,3.0,2.0,5.0,38.226299694189606,21.075.0,0.0,22.93577981651376,326568094.3272673,0.0
21072,21.0,PUEBLA,72.0,Huehuetla,Valor,26.52246079065727,12.947169053278198,9.575883349084268,HUEHUETLA,Valor,23310.0189717006,21 072,17082,HUEHUETLA,PUEBLA,,6.0,3.0,9.0,52.68703898840885,21.072.0,0.0,35.12469265893923,398181744.07458967,0.0
21070,21.0,PUEBLA,70.0,Huatlatlauca,Valor,16.290495698803724,16.911124160351687,11.929547497874214,HUATLATLAUCA,Valor,27042.2053443744,21 070,6111,HUATLATLAUCA,PUEBLA,,1.0,0.0,1.0,16.363933889707084,21.070.0,0.0,16.363933889707084,165254916.85947198,0.0
21068,21.0,PUEBLA,68.0,Hermenegildo Galeana,Valor,24.791459003633737,14.489496317619551,9.746371533873104,HERMENEGILDO GALEANA,Valor,22983.3367915513,21 068,7011,HERMENEGILDO GALEANA,PUEBLA,,3.0,0.0,3.0,42.78990158322636,21.068.0,0.0,42.78990158322636,161136174.24556616,0.0
21066,21.0,PUEBLA,66.0,Guadalupe,Valor,20.909797135451118,19.831107966536457,10.182530319981899,GUADALUPE,Valor,29996.6033727918,21 066,6451,GUADALUPE,PUEBLA,,1.0,2.0,3.0,46.50441791970237,21.066.0,0.0,15.50147263990079,193508088.3578799,0.0
21062,21.0,PUEBLA,62.0,Epatlán,Valor,27.745055178804968,17.886196651182047,8.529732687121044,EPATLÁN,Valor,30906.7235120135,21 062,4943,EPATLÁN,PUEBLA,,1.0,2.0,3.0,60.6918875177018,21.062.0,0.0,20.230629172567266,152771934.31988272,0.0
